deg,mos_pred,model
dingzen.wav,3.027255058288574,NISQA_TTS_v1
dz_chushibiao.wav,3.297499179840088,NISQA_TTS_v1
hui_Chinese.wav,4.223588943481445,NISQA_TTS_v1
hui_reference.wav,4.327364921569824,NISQA_TTS_v1
hui_short.wav,4.1550726890563965,NISQA_TTS_v1
trump1.wav,3.8338112831115723,NISQA_TTS_v1
trump2.wav,3.5792229175567627,NISQA_TTS_v1
